id,created_at,updated_at,version,name,description,ordinal,vocation_id,subclass_id,vocation_level,activation,uses_reset
141568c0-f295-5b38-a10a-b3a935afd7dd,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Monk's Focus,"Your focus and martial training allow you to harness a well of extraordinary energy within yourself. This energy is represented by Focus Points. Your Monk level determines the number of points you have, as shown in the Focus Points column of the Monk Features table.

You can expend these points to enhance or fuel certain Monk features. You start knowing three such features: Flurry of Blows, Patient Defense, and Step of the Wind, each of which is detailed below.

When you expend a Focus Point, it is unavailable until you finish a Short or Long Rest, at the end of which you regain all your expended points.

Some features that use Focus Points require your target to make a saving throw. The save DC equals 8 plus your Wisdom modifier and Proficiency Bonus.

Flurry of Blows. You can expend 1 Focus Point to make two Unarmed Strikes as a Bonus Action.

Patient Defense. You can take the Disengage action as a Bonus Action. Alternatively, you can expend 1 Focus Point to take both the Disengage and the Dodge actions as a Bonus Action.

Step of the Wind. You can take the Dash action as a Bonus Action. Alternatively, you can expend 1 Focus Point to take both the Disengage and Dash actions as a Bonus Action, and your jump distance is doubled for the turn.",2,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,2,PASSIVE,AT_WILL
84856729-e253-575e-bc21-ab1326ed486c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Unarmored Movement,"Your speed increases by 10 feet while you aren't wearing armor or wielding a Shield. This bonus increases when you reach certain Monk levels, as shown on the Monk Features table.",3,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,2,PASSIVE,AT_WILL
a538ba2b-2e7e-5cca-8484-2c3a340fab80,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Uncanny Metabolism,"When you roll Initiative, you can regain all expended Focus Points. When you do so, roll your Martial Arts die, and regain a number of Hit Points equal to your Monk level plus the number rolled.

Once you use this feature, you can't use it again until you finish a Long Rest.",4,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,2,PASSIVE,AT_WILL
c5a15a93-a823-567b-8b2a-2da1cb979bba,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Deflect Attacks,"When an attack roll hits you and its damage includes Bludgeoning, Piercing, or Slashing damage, you can take a Reaction to reduce the attack's total damage against you. The reduction equals 1d10 plus your Dexterity modifier and Monk level.

If you reduce the damage to 0, you can expend 1 Focus Point to redirect some of the attack's force. If you do so, choose a creature you can see within 5 feet of yourself if the attack was a melee attack or a creature you can see within 60 feet of yourself that isn't behind Total Cover if the attack was a ranged attack. That creature must succeed on a Dexterity saving throw or take damage equal to two rolls of your Martial Arts die plus your Dexterity modifier. The damage is the same type dealt by the attack.",5,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,3,PASSIVE,AT_WILL
266e0238-e7d8-5f43-92ce-1880cc618da2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Monk Subclass,"You gain a Monk subclass of your choice. The Warrior of the Open Hand subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Monk levels. For the rest of your career, you gain each of your subclass's features that are of your Monk level or lower.",6,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,3,PASSIVE,AT_WILL
a1fbb68c-dc88-573e-aca6-b2357c51cee1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Ability Score Improvement,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Monk levels 8, 12, and 16.",7,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,4,PASSIVE,AT_WILL
eb8cde88-01e1-5604-b617-8fff06a5a96a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Slow Fall,You can take a Reaction when you fall to reduce any damage you take from the fall by an amount equal to five times your Monk level.,8,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,4,PASSIVE,AT_WILL
e42dbf85-6625-510b-b789-26bad9910226,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Extra Attack,You can attack twice instead of once whenever you take the Attack action on your turn.,9,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,5,PASSIVE,AT_WILL
5ea6440f-bb05-527e-a4ce-68fa7991a6a4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Stunning Strike,"Once per turn when you hit a creature with a Monk weapon or an Unarmed Strike, you can expend 1 Focus Point to attempt a stunning strike. The target must make a Constitution saving throw. On a failed save, the target has the Stunned condition until the start of your next turn. On a successful save, the target's Speed is halved until the start of your next turn, and the next attack roll made against the target before then has Advantage.",10,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,5,PASSIVE,AT_WILL
f8bc9b08-4084-510a-a8d4-e1ab5431dc60,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Empowered Strikes,"Whenever you deal damage with your Unarmed Strike, it can deal your choice of Force damage or its normal damage type.",11,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,6,PASSIVE,AT_WILL
d261f059-c4aa-5b87-8798-0b0ffba770b2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Evasion,"When you're subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw and only half damage if you fail.

You don't benefit from this feature if you have the Incapacitated condition.",12,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,7,PASSIVE,AT_WILL
dcf1a8be-2556-584a-a583-f6b19f501557,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Acrobatic Movement,"While you aren't wearing armor or wielding a Shield, you gain the ability to move along vertical surfaces and across liquids on your turn without falling during the movement.",13,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,9,PASSIVE,AT_WILL
301248a1-c2da-55b7-9e3d-478392065a7d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Heightened Focus,"Your Flurry of Blows, Patient Defense, and Step of the Wind gain the following benefits.

Flurry of Blows. You can expend 1 Focus Point to use Flurry of Blows and make three Unarmed Strikes with it instead of two.

Patient Defense. When you expend a Focus Point to use Patient Defense, you gain a number of Temporary Hit Points equal to two rolls of your Martial Arts die.

Step of the Wind. When you expend a Focus Point to use Step of the Wind, you can choose a willing creature within 5 feet of yourself that is Large or smaller. You move the creature with you until the end of your turn. The creature's movement doesn't provoke Opportunity Attacks.",14,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,10,PASSIVE,AT_WILL
41eb1cc6-582c-5e87-a501-2bb40c6a3cad,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Self-Restoration,"Through sheer force of will, you can remove one of the following conditions from yourself at the end of each of your turns: Charmed, Frightened, or Poisoned.

In addition, forgoing food and drink doesn't give you levels of Exhaustion.",15,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,10,PASSIVE,AT_WILL
dfac98b4-fea2-5b51-aa30-4ec7b30f824b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Deflect Energy,"You can now use your Deflect Attacks feature against attacks that deal any damage type, not just Bludgeoning, Piercing, or Slashing.",16,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,13,PASSIVE,AT_WILL
f13ae43d-7e73-5967-8e7c-87631c17f7f9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Disciplined Survivor,"Your physical and mental discipline grant you proficiency in all saving throws.

Additionally, whenever you make a saving throw and fail, you can expend 1 Focus Point to reroll it, and you must use the new roll.",17,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,14,PASSIVE,AT_WILL
20f5cba4-aea4-501a-9d45-4d26a73a52e2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Perfect Focus,"When you roll Initiative and don't use Uncanny Metabolism, you regain expended Focus Points until you have 4 if you have 3 or fewer.",18,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,15,PASSIVE,AT_WILL
f272a8a3-410c-5dad-975e-8f4234aca425,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Superior Defense,"At the start of your turn, you can expend 3 Focus Points to bolster yourself against harm for 1 minute or until you have the Incapacitated condition. During that time, you have Resistance to all damage except Force damage.",19,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,18,PASSIVE,AT_WILL
25e28bf9-f2fe-52ef-9aa1-bc42d4a130bc,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Epic Boon,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Irresistible Offense is recommended.",20,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,19,PASSIVE,AT_WILL
40b950f3-1aca-59b9-a8a1-1821b45f50bf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Body and Mind,"You have developed your body and mind to new heights. Your Dexterity and Wisdom scores increase by 4, to a maximum of 25.",21,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,20,PASSIVE,AT_WILL
418fb31c-25aa-5218-9afa-4bf392dd5e26,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Open Hand Technique,"Whenever you hit a creature with an attack granted by your Flurry of Blows, you can impose one of the following effects on that target. Addle. The target can't make Opportunity Attacks until the start of its next turn. Push. The target must succeed on a Strength saving throw or be pushed up to 15 feet away from you. Topple. The target must succeed on a Dexterity saving throw or have the Prone condition.",22,29f83bd3-fe5f-5fa3-889f-c685c82ea177,65614fa5-20bb-590d-b163-756208d5da21,3,PASSIVE,AT_WILL
793d66f3-11d4-5e0d-a22e-c2ea477bcd25,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Wholeness of Body,"You gain the ability to heal yourself. As a Bonus Action, you can roll your Martial Arts die. You regain a number of Hit Points equal to the number rolled plus your Wisdom modifier (minimum of 1 Hit Point regained).

You can use this feature a number of times equal to your Wisdom modifier (minimum of once), and you regain all expended uses when you finish a Long Rest.",23,29f83bd3-fe5f-5fa3-889f-c685c82ea177,65614fa5-20bb-590d-b163-756208d5da21,6,PASSIVE,AT_WILL
d31a5b21-58b4-55e4-9170-5c591be87406,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Fleet Step,"When you take a Bonus Action other than Step of the Wind, you can also use Step of the Wind immediately after that Bonus Action.",24,29f83bd3-fe5f-5fa3-889f-c685c82ea177,65614fa5-20bb-590d-b163-756208d5da21,11,PASSIVE,AT_WILL
86bae122-8e34-5bdf-aa46-ad509d0e2ae1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Quivering Palm,"You gain the ability to set up lethal vibrations in someone's body. When you hit a creature with an Unarmed Strike, you can expend 4 Focus Points to start these imperceptible vibrations, which last for a number of days equal to your Monk level. The vibrations are harmless unless you take an action to end them. Alternatively, when you take the Attack action on your turn, you can forgo one of the attacks to end the vibrations. To end them, you and the target must be on the same plane of existence. When you end them, the target must make a Constitution saving throw, taking 10d12 Force damage on a failed save or half as much damage on a successful one.

You can have only one creature under the effect of this feature at a time. You can end the vibrations harmlessly (no action required).",25,29f83bd3-fe5f-5fa3-889f-c685c82ea177,65614fa5-20bb-590d-b163-756208d5da21,17,PASSIVE,AT_WILL
e92f2e44-5de5-5bd9-9863-80c50e663c61,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Lay On Hands,"Your blessed touch can heal wounds. You have a pool of healing power that replenishes when you finish a Long Rest. With that pool, you can restore a total number of Hit Points equal to five times your Paladin level.

—Spell Slots per Spell Level—
Channel  Prepared
Divinity  Spells  1  2  3  4  5
—  2  2  —  —  —  —
—  3  2  —  —  —  —
2  4  3  —  —  —  —
2  5  3  —  —  —  —
2  6  4  2  —  —  —
2  6  4  2  —  —  —
2  7  4  3  —  —  —
2  7  4  3  —  —  —
2  9  4  3  2  —  —
2  9  4  3  2  —  —
3  10  4  3  3  —  —
3  10  4  3  3  —  —
3  11  4  3  3  1  —
3  11  4  3  3  1  —
3  12  4  3  3  2  —
3  12  4  3  3  2  —
3  14  4  3  3  3  1
3  14  4  3  3  3  1
3  15  4  3  3  3  2
3  15  4  3  3  3  2

As a Bonus Action, you can touch a creature (which could be yourself) and draw power from the pool of healing to restore a number of Hit Points to that creature, up to the maximum amount remaining in the pool.

You can also expend 5 Hit Points from the pool of healing power to remove the Poisoned condition from the creature; those points don't also restore Hit Points to the creature.",0,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,1,PASSIVE,AT_WILL
b04594ad-f0d5-5476-abea-a948860cdf24,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Spellcasting,"You have learned to cast spells through prayer and meditation. See ""Spells"" for the rules on spellcasting. The information below details how you use those rules with Paladin spells, which appear in the Paladin spell list later in the class's description.

Spell Slots. The Paladin Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a Long Rest.

Prepared Spells of Level 1+. You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose two level 1 Paladin spells. Heroism and Searing Smite are recommended.

The number of spells on your list increases as you gain Paladin levels, as shown in the Prepared Spells column of the Paladin Features table. Whenever that number increases, choose additional Paladin spells until the number of spells on your list matches the number in the Paladin Features table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 5 Paladin, your list of prepared spells can include six Paladin spells of level 1 or 2 in any combination.

If another Paladin feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Paladin spells for you.

Changing Your Prepared Spells. Whenever you finish a Long Rest, you can replace one spell on your list with another Paladin spell for which you have spell slots.

Spellcasting Ability. Charisma is your spellcasting ability for your Paladin spells.

Spellcasting Focus. You can use a Holy Symbol as a Spellcasting Focus for your Paladin spells.",1,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,1,PASSIVE,AT_WILL
5fe7d4c8-93e3-5495-8817-3cdbb7fc897c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Weapon Mastery,"Your training with weapons allows you to use the mastery properties of two kinds of weapons of your choice with which you have proficiency, such as Longswords and Javelins.

Whenever you finish a Long Rest, you can change the kinds of weapons you chose. For example, you could switch to using the mastery properties of Halberds and Flails.",2,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,1,PASSIVE,AT_WILL
c6e3737c-9f66-5c03-82fe-7e4ab9f53f46,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Fighting Style,"You gain a Fighting Style feat of your choice (see ""Feats"" for feats). Instead of choosing one of those feats, you can choose the option below.

Blessed Warrior. You learn two Cleric cantrips of your choice (see the Cleric class's section for a list of Cleric spells). Guidance and Sacred Flame are recommended. The chosen cantrips count as Paladin spells for you, and Charisma is your spellcasting ability for them. Whenever you gain a Paladin level, you can replace one of these cantrips with another Cleric cantrip.",3,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,2,PASSIVE,AT_WILL
4e0f6741-02b8-5a15-9090-3244441167c7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Paladin's Smite,"You always have the Divine Smite spell prepared. In addition, you can cast it without expending a spell slot, but you must finish a Long Rest before you can cast it in this way again.",4,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,2,PASSIVE,AT_WILL
19876065-7d47-5ad6-94b0-5dea468fef25,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Channel Divinity,"You can channel divine energy directly from the Outer Planes, using it to fuel magical effects. You start with one such effect: Divine Sense, which is described below. Other Paladin features give additional Channel Divinity effect options. Each time you use this class's Channel Divinity, you choose which effect from this class to create.

You can use this class's Channel Divinity twice. You regain one of its expended uses when you finish a Short Rest, and you regain all expended uses when you finish a Long Rest. You gain an additional use when you reach Paladin level 11.

B  y  o
rEakinG  our  atH
A Paladin tries to hold to the highest standards of
conduct, but even the most dedicated are fallible.
Sometimes a Paladin transgresses their oath.
A Paladin who has broken a vow typically seeks
absolution, spending an all-night vigil as a sign of pen-
itence or undertaking a fast. After a rite of forgive-
ness, the Paladin starts fresh.
If your Paladin unrepentantly violates their oath,
talk to your GM. Your Paladin should probably take a
more appropriate subclass or even abandon the class
and adopt another one.

If a Channel Divinity effect requires a saving throw, the DC equals the spell save DC from this class's Spellcasting feature.

Divine Sense. As a Bonus Action, you can open your awareness to detect Celestials, Fiends, and Undead. For the next 10 minutes or until you have the Incapacitated condition, you know the location of any creature of those types within 60 feet of yourself, and you know its creature type. Within the same radius, you also detect the presence of any place or object that has been consecrated or desecrated, as with the Hallow spell.",5,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,3,PASSIVE,AT_WILL
79b1e60b-b240-5cfb-a5ee-e7a2db32823c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Paladin Subclass,"You gain a Paladin subclass of your choice. The Oath of Devotion subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Paladin levels. For the rest of your career, you gain each of your subclass's features that are of your Paladin level or lower.",6,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,3,PASSIVE,AT_WILL
47211790-5a9c-50db-a519-aadb441adece,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Ability Score Improvement,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Paladin levels 8, 12, and 16.",7,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,4,PASSIVE,AT_WILL
5132fa59-a8ef-5400-b5d8-6193c235ec71,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Extra Attack,You can attack twice instead of once whenever you take the Attack action on your turn.,8,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,5,PASSIVE,AT_WILL
de05acf3-bba7-5177-be42-57f8ba4ed5ad,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Faithful Steed,"You can call on the aid of an otherworldly steed. You always have the Find Steed spell prepared.

You can also cast the spell once without expending a spell slot, and you regain the ability to do so when you finish a Long Rest.",9,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,5,PASSIVE,AT_WILL
aa5de821-7d5e-5644-8221-68c04fb71c9e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Aura of Protection,"You radiate a protective, unseeable aura in a 10-foot Emanation that originates from you. The aura is inactive while you have the Incapacitated condition.

You and your allies in the aura gain a bonus to saving throws equal to your Charisma modifier (minimum bonus of +1).

If another Paladin is present, a creature can benefit from only one Aura of Protection at a time; the creature chooses which aura while in them.",10,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,6,PASSIVE,AT_WILL
73546519-9515-5f7a-a7a8-adddf399cfd5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Abjure Foes,"As a Magic action, you can expend one use of this class's Channel Divinity to overwhelm foes with awe. As you present your Holy Symbol or weapon, you can target a number of creatures equal to your Charisma modifier (minimum of one creature) that you can see within 60 feet of yourself. Each target must succeed on a Wisdom saving throw or have the Frightened condition for 1 minute or until it takes any damage. While Frightened in this way, a target can do only one of the following on its turns: move, take an action, or take a Bonus Action.",11,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,9,PASSIVE,AT_WILL
e41e0799-26e2-5032-ac53-4279be7abe5c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Aura of Courage,"You and your allies have Immunity to the Frightened condition while in your Aura of Protection. If a Frightened ally enters the aura, that condition has no effect on that ally while there.",12,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,10,PASSIVE,AT_WILL
8a1df204-07aa-52ea-98a9-79bc2a37d4ff,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Radiant Strikes,"Your strikes now carry supernatural power. When you hit a target with an attack roll using a Melee weapon or an Unarmed Strike, the target takes an extra 1d8 Radiant damage.",13,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,11,PASSIVE,AT_WILL
a42b1b02-c60b-5bbc-86e3-62090c3abe43,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Restoring Touch,"When you use Lay On Hands on a creature, you can also remove one or more of the following conditions from the creature: Blinded, Charmed, Deafened, Frightened, Paralyzed, or Stunned. You must expend 5 Hit Points from the healing pool of Lay On Hands for each of these conditions you remove; those points don't also restore Hit Points to the creature.",14,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,14,PASSIVE,AT_WILL
7ca0039f-b3db-53b5-821b-0f5cdce7ce4c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Aura Expansion,Your Aura of Protection is now a 30-foot Emanation.,15,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,18,PASSIVE,AT_WILL
80b7df3e-e518-5e89-bf5d-b37063245fe4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Epic Boon,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Truesight is recommended.",16,eeb719a0-134e-5484-837c-c2ca360facaf,NULL,19,PASSIVE,AT_WILL
edb25fe6-1815-565b-9eed-de8bd74bbb02,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Oath of Devotion Spells,"The magic of your oath ensures you always have certain spells ready; when you reach a Paladin level specified in the Oath of Devotion Spells table, you thereafter always have the listed spells prepared.

Oath of Devotion Spells
Paladin Level Spells
3  Protection from Evil and Good,
Shield of Faith
5  Aid, Zone of Truth
9  Beacon of Hope, Dispel Magic
13  Freedom of Movement,
Guardian of Faith
17  Commune, Flame Strike",17,eeb719a0-134e-5484-837c-c2ca360facaf,1a8b5a6e-ba1b-57c2-836b-4f0eb24e9601,3,PASSIVE,AT_WILL
797944bd-ea99-55eb-921a-f596d410afe2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Sacred Weapon,"When you take the Attack action, you can expend one use of your Channel Divinity to imbue one Melee weapon that you are holding with positive energy. For 10 minutes or until you use this feature again, you add your Charisma modifier to attack rolls you make with that weapon (minimum bonus of +1), and each time you hit with it, you cause it to deal its normal damage type or Radiant damage.

The weapon also emits Bright Light in a 20-foot radius and Dim Light 20 feet beyond that.

You can end this effect early (no action required). This effect also ends if you aren't carrying the weapon.",18,eeb719a0-134e-5484-837c-c2ca360facaf,1a8b5a6e-ba1b-57c2-836b-4f0eb24e9601,3,PASSIVE,AT_WILL
fb88c133-370d-5bef-9257-774ed1d7f669,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Aura of Devotion,"You and your allies have Immunity to the Charmed condition while in your Aura of Protection. If a Charmed ally enters the aura, that condition has no effect on that ally while there.",19,eeb719a0-134e-5484-837c-c2ca360facaf,1a8b5a6e-ba1b-57c2-836b-4f0eb24e9601,7,PASSIVE,AT_WILL
7146638c-813e-5ce7-af9f-492ddc722c65,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Smite of Protection,"Your magical smite now radiates protective energy. Whenever you cast Divine Smite, you and your allies have Half Cover while in your Aura of Protection. The aura has this benefit until the start of your next turn.",20,eeb719a0-134e-5484-837c-c2ca360facaf,1a8b5a6e-ba1b-57c2-836b-4f0eb24e9601,15,PASSIVE,AT_WILL
8128befc-65dd-5ca8-81f0-51509656c096,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Holy Nimbus,"As a Bonus Action, you can imbue your Aura of Protection with holy power, granting the benefits below for 10 minutes or until you end them (no action required). Once you use this feature, you can't use it again until you finish a Long Rest. You can also restore your use of it by expending a level 5 spell slot (no action required).

Holy Ward. You have Advantage on any saving throw you are forced to make by a Fiend or an Undead.

Radiant Damage. Whenever an enemy starts its turn in the aura, that creature takes Radiant damage equal to your Charisma modifier plus your Proficiency Bonus. Sunlight. The aura is filled with Bright Light that is sunlight.",21,eeb719a0-134e-5484-837c-c2ca360facaf,1a8b5a6e-ba1b-57c2-836b-4f0eb24e9601,20,PASSIVE,AT_WILL
7d9f93b5-3a98-55f0-8a2e-78ca72173691,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Spellcasting,"You have learned to channel the magical essence of nature to cast spells. See ""Spells"" for the rules on spellcasting. The information below details how you use those rules with Ranger spells, which appear in the Ranger spell list later in the class's description.

Spell Slots. The Ranger Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a Long Rest.

Ranger Features
Proficiency
Level  Bonus  Class Features
1  +2  Spellcasting, Favored Enemy,
Weapon Mastery
2  +2  Deft Explorer, Fighting Style
3  +2  Ranger Subclass
4  +2  Ability Score Improvement
5  +3  Extra Attack
6  +3  Roving
7  +3  Subclass feature
8  +3  Ability Score Improvement
9  +4  Expertise
10  +4  Tireless
11  +4  Subclass feature
12  +4  Ability Score Improvement
13  +5  Relentless Hunter
14  +5  Nature's Veil
15  +5  Subclass feature
16  +5  Ability Score Improvement
17  +6  Precise Hunter
18  +6  Feral Senses
19  +6  Epic Boon
20  +6  Foe Slayer

Prepared Spells of Level 1+. You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose two level 1 Ranger spells. Cure Wounds and Ensnaring Strike are recommended.

The number of spells on your list increases as you gain Ranger levels, as shown in the Prepared Spells column of the Ranger Features table. Whenever that number increases, choose additional Ranger spells until the number of spells on your list matches the number in the Ranger Features table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 5 Ranger, your list of prepared spells can include six Ranger spells of level 1 or 2 in any combination.

If another Ranger feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Ranger spells for you.

—Spell Slots per Spell Level—
Favored  Prepared
Enemy  Spells  1  2  3  4  5
2  2  2  —  —  —  —
2  3  2  —  —  —  —
2  4  3  —  —  —  —
2  5  3  —  —  —  —
3  6  4  2  —  —  —
3  6  4  2  —  —  —
3  7  4  3  —  —  —
3  7  4  3  —  —  —
4  9  4  3  2  —  —
4  9  4  3  2  —  —
4  10  4  3  3  —  —
4  10  4  3  3  —  —
5  11  4  3  3  1  —
5  11  4  3  3  1  —
5  12  4  3  3  2  —
5  12  4  3  3  2  —
6  14  4  3  3  3  1
6  14  4  3  3  3  1
6  15  4  3  3  3  2
6  15  4  3  3  3  2

Changing Your Prepared Spells. Whenever you finish a Long Rest, you can replace one spell on your list with another Ranger spell for which you have spell slots.

Spellcasting Ability. Wisdom is your spellcasting ability for your Ranger spells.

Spellcasting Focus. You can use a Druidic Focus as a Spellcasting Focus for your Ranger spells.",0,bfb29762-cbb4-532e-a82f-54808c7e209d,NULL,1,PASSIVE,AT_WILL
d7ce0d58-8154-581e-a14f-e5844ebbbbcf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Favored Enemy,"You always have the Hunter's Mark spell prepared. You can cast it twice without expending a spell slot, and you regain all expended uses of this ability when you finish a Long Rest.

The number of times you can cast the spell without a spell slot increases when you reach certain Ranger levels, as shown in the Favored Enemy column of the Ranger Features table.",1,bfb29762-cbb4-532e-a82f-54808c7e209d,NULL,1,PASSIVE,AT_WILL
421db714-56aa-5f47-9dd7-9d5a9304134c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Weapon Mastery,"Your training with weapons allows you to use the mastery properties of two kinds of weapons of your choice with which you have proficiency, such as Longbows and Shortswords.

Whenever you finish a Long Rest, you can change the kinds of weapons you chose. For example, you could switch to using the mastery properties of Scimitars and Longswords.",2,bfb29762-cbb4-532e-a82f-54808c7e209d,NULL,1,PASSIVE,AT_WILL
ae41900c-5da9-5b2a-9a40-79e87f99b8fc,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Deft Explorer,"Thanks to your travels, you gain the following benefits. Expertise. Choose one of your skill proficiencies with which you lack Expertise. You gain Expertise in that skill. Languages. You know two languages of your choice from the language tables in ""Character Creation.""",3,bfb29762-cbb4-532e-a82f-54808c7e209d,NULL,2,PASSIVE,AT_WILL
93f082b1-5104-521a-9f36-8f5b3c9343ca,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Fighting Style,"You gain a Fighting Style feat of your choice (see ""Feats""). Instead of choosing one of those feats, you can choose the option below.

Druidic Warrior. You learn two Druid cantrips of your choice (see the Druid class's section for a list of Druid spells). Guidance and Starry Wisp are recommended. The chosen cantrips count as Ranger spells for you, and Wisdom is your spellcasting ability for them. Whenever you gain a Ranger level, you can replace one of these cantrips with another Druid cantrip.",4,bfb29762-cbb4-532e-a82f-54808c7e209d,NULL,2,PASSIVE,AT_WILL
