spell_name,vocation_id
Telepathic Bond,809eb721-f97d-511f-8874-9bfe81c64628
Teleportation Circle,809eb721-f97d-511f-8874-9bfe81c64628
Wall of Force,809eb721-f97d-511f-8874-9bfe81c64628
Wall of Stone,809eb721-f97d-511f-8874-9bfe81c64628
Chain Lightning,809eb721-f97d-511f-8874-9bfe81c64628
Circle of Death,809eb721-f97d-511f-8874-9bfe81c64628
Contingency,809eb721-f97d-511f-8874-9bfe81c64628
Create Undead,809eb721-f97d-511f-8874-9bfe81c64628
Disintegrate,809eb721-f97d-511f-8874-9bfe81c64628
Eyebite,809eb721-f97d-511f-8874-9bfe81c64628
Flesh to Stone,809eb721-f97d-511f-8874-9bfe81c64628
Freezing Sphere,809eb721-f97d-511f-8874-9bfe81c64628
Globe of Invulnerability,809eb721-f97d-511f-8874-9bfe81c64628
Guards and Wards,809eb721-f97d-511f-8874-9bfe81c64628
Instant Summons,809eb721-f97d-511f-8874-9bfe81c64628
Irresistible Dance,809eb721-f97d-511f-8874-9bfe81c64628
Magic Jar,809eb721-f97d-511f-8874-9bfe81c64628
Mass Suggestion,809eb721-f97d-511f-8874-9bfe81c64628
Move Earth,809eb721-f97d-511f-8874-9bfe81c64628
Programmed Illusion,809eb721-f97d-511f-8874-9bfe81c64628
Sunbeam,809eb721-f97d-511f-8874-9bfe81c64628
True Seeing,809eb721-f97d-511f-8874-9bfe81c64628
Wall of Ice,809eb721-f97d-511f-8874-9bfe81c64628
Arcane Sword,809eb721-f97d-511f-8874-9bfe81c64628
Delayed Blast Fireball,809eb721-f97d-511f-8874-9bfe81c64628
Etherealness,809eb721-f97d-511f-8874-9bfe81c64628
Finger of Death,809eb721-f97d-511f-8874-9bfe81c64628
Forcecage,809eb721-f97d-511f-8874-9bfe81c64628
Magnificent Mansion,809eb721-f97d-511f-8874-9bfe81c64628
Mirage Arcane,809eb721-f97d-511f-8874-9bfe81c64628
Plane Shift,809eb721-f97d-511f-8874-9bfe81c64628
Prismatic Spray,809eb721-f97d-511f-8874-9bfe81c64628
Project Image,809eb721-f97d-511f-8874-9bfe81c64628
Reverse Gravity,809eb721-f97d-511f-8874-9bfe81c64628
Sequester,809eb721-f97d-511f-8874-9bfe81c64628
Simulacrum,809eb721-f97d-511f-8874-9bfe81c64628
Symbol,809eb721-f97d-511f-8874-9bfe81c64628
Teleport,809eb721-f97d-511f-8874-9bfe81c64628
Antimagic Field,809eb721-f97d-511f-8874-9bfe81c64628
Antipathy/Sympathy,809eb721-f97d-511f-8874-9bfe81c64628
Befuddlement,809eb721-f97d-511f-8874-9bfe81c64628
Clone,809eb721-f97d-511f-8874-9bfe81c64628
Control Weather,809eb721-f97d-511f-8874-9bfe81c64628
Demiplane,809eb721-f97d-511f-8874-9bfe81c64628
Dominate Monster,809eb721-f97d-511f-8874-9bfe81c64628
Incendiary Cloud,809eb721-f97d-511f-8874-9bfe81c64628
Maze,809eb721-f97d-511f-8874-9bfe81c64628
Mind Blank,809eb721-f97d-511f-8874-9bfe81c64628
Power Word Stun,809eb721-f97d-511f-8874-9bfe81c64628
Sunburst,809eb721-f97d-511f-8874-9bfe81c64628
Astral Projection,809eb721-f97d-511f-8874-9bfe81c64628
Foresight,809eb721-f97d-511f-8874-9bfe81c64628
Gate,809eb721-f97d-511f-8874-9bfe81c64628
Imprisonment,809eb721-f97d-511f-8874-9bfe81c64628
Meteor Swarm,809eb721-f97d-511f-8874-9bfe81c64628
Power Word Kill,809eb721-f97d-511f-8874-9bfe81c64628
Prismatic Wall,809eb721-f97d-511f-8874-9bfe81c64628
Shapechange,809eb721-f97d-511f-8874-9bfe81c64628
Time Stop,809eb721-f97d-511f-8874-9bfe81c64628
True Polymorph,809eb721-f97d-511f-8874-9bfe81c64628
Weird,809eb721-f97d-511f-8874-9bfe81c64628
Wish,809eb721-f97d-511f-8874-9bfe81c64628
